,Date,Time,Signal(dBm),Noise(dBm),Channel,Mode,SSID,BSSID,Frequency (GHz)
9021,5/10/2023 13:42:26,1696513346,-69,-83,11, g/n,Global_Students ,D0-72-DC-04-B9-04,
9098,5/10/2023 13:42:26,1696513346,-85,-95,161, ac,eduroam ,1C-E6-C7-5B-22-07,
9344,5/10/2023 13:42:26,1696513346,-88,-95,132, ac,eduroam ,08-CC-68-B5-D0-5F,
9407,5/10/2023 13:42:26,1696513346,-80,-84,1, g/n,uniwide ,1C-E6-C7-0D-5C-A1,
9561,5/10/2023 13:42:26,1696513346,-84,-81,6, g/n,uniwide ,08-CC-68-B4-82-75,
9712,5/10/2023 13:42:26,1696513346,-80,-95,132, ac,UNSW Guest ,08-CC-68-B5-30-9C,
9737,5/10/2023 13:42:26,1696513346,-77,-78,1, g/n,Global_Students ,00-EA-BD-E3-BB-92,
9742,5/10/2023 13:42:26,1696513346,-87,-95,161, a/n,UNSW Guest ,1C-E6-C7-5B-22-0C,
9788,5/10/2023 13:42:26,1696513346,-82,-87,1, g/n,UNSW Guest ,00-EA-BD-DB-D3-93,
9802,5/10/2023 13:42:26,1696513346,-87,-95,132, ac,[Hidden SSID] ,08-CC-68-B5-F4-6D,
9848,5/10/2023 13:42:26,1696513346,-88,-96,64, ac,Global_Students ,08-CC-68-B5-8D-BD,
9925,5/10/2023 13:42:26,1696513346,-87,-91,44, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
9988,5/10/2023 13:42:26,1696513346,-80,-87,1, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
9989,5/10/2023 13:42:26,1696513346,-85,-94,60, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
10076,5/10/2023 13:42:26,1696513346,-78,-84,1, g/n,UNSW Guest ,08-CC-68-B5-F4-63,
10149,5/10/2023 13:42:26,1696513346,-85,-93,40, a/n,uniwide ,54-78-1A-BF-63-DE,
10285,5/10/2023 13:42:26,1696513346,-68,-95,132, ac,[Hidden SSID] ,A8-9D-21-71-D4-EA,
10338,5/10/2023 13:42:26,1696513346,-88,-95,132, ac,uniwide ,08-CC-68-B5-D0-5E,
10341,5/10/2023 13:42:26,1696513346,-91,-93,36, ac,uniwide ,1C-E6-C7-3E-5A-86,
10441,5/10/2023 13:42:26,1696513346,-84,-84,1, g/n,[Hidden SSID] ,08-CC-68-B5-30-94,
10513,5/10/2023 13:42:26,1696513346,-92,-94,100, ac,uniwide ,08-CC-68-B4-96-3A,
10753,5/10/2023 13:42:26,1696513346,-82,-92,52, ac,[Hidden SSID] ,D0-72-DC-04-B9-0D,
10801,5/10/2023 13:42:26,1696513346,-85,-95,161, ac,UNSW Guest ,1C-E6-C7-5B-22-04,
10881,5/10/2023 13:42:26,1696513346,-81,-92,52, ac,uniwide ,A8-9D-21-85-19-EA,
10952,5/10/2023 13:42:26,1696513346,-87,-83,6, g/n,uniwide ,00-EA-BD-DB-D3-11,
10968,5/10/2023 13:42:26,1696513346,-93,-92,100, ac,[Hidden SSID] ,08-CC-68-B4-82-7B,
11085,5/10/2023 13:42:26,1696513346,-86,-92,36, ac,H13-3075-ClickShare ,E4-AA-EA-5D-DA-2B,
11401,5/10/2023 13:42:26,1696513346,-88,-92,149, ac,[Hidden SSID] ,18-F1-45-97-6E-9E,
11592,5/10/2023 13:42:26,1696513346,-67,-83,11, g/n,UNSW Guest ,D0-72-DC-04-B9-03,
11783,5/10/2023 13:42:26,1696513346,-80,-95,132, ac,[Hidden SSID] ,08-CC-68-B5-30-9B,
11944,5/10/2023 13:42:26,1696513346,-92,-94,48, ac,Global_Students ,84-78-AC-98-48-45,
12067,5/10/2023 13:42:26,1696513346,-85,-96,52, ac,[Hidden SSID] ,08-CC-68-B4-98-0B,
12234,5/10/2023 13:42:26,1696513346,-79,-96,60, a/n,[Hidden SSID] ,1C-E6-C7-0D-5C-AD,
12306,5/10/2023 13:42:26,1696513346,-89,-95,60, ac,Global_Students ,08-CC-68-B5-35-CB,
12401,5/10/2023 13:42:26,1696513346,-80,-83,6, g/n,UNSW Guest ,08-CC-68-B5-C5-A3,
12452,5/10/2023 13:42:26,1696513346,-81,-87,1, g/n,[Hidden SSID] ,08-CC-68-B5-F4-62,
12488,5/10/2023 13:42:26,1696513346,-72,-94,52, ac,uniwide ,D0-72-DC-04-B9-0E,
12558,5/10/2023 13:42:26,1696513346,-66,-78,1, g/n,Global_Students ,08-CC-68-B5-CC-C2,
12713,5/10/2023 13:42:26,1696513346,-86,-91,44, ax,J17_AV_WAP ,94-A6-7E-9E-F0-61,
12790,5/10/2023 13:42:26,1696513346,-93,-93,108, ac,uniwide ,08-CC-68-B4-87-8E,
12854,5/10/2023 13:42:26,1696513346,-72,-78,1, g/n,[Hidden SSID] ,08-CC-68-B5-30-95,
12945,5/10/2023 13:42:26,1696513346,-90,-93,36, ac,eduroam ,1C-E6-C7-3E-5A-87,
12981,5/10/2023 13:42:26,1696513346,-89,-95,149, ac,Global_Students ,1C-E6-C7-3E-17-A5,
13003,5/10/2023 13:42:26,1696513346,-83,-87,1, g/n,Global_Students ,08-CC-68-B5-ED-34,
13064,5/10/2023 13:42:26,1696513346,-85,-94,44, ac,UNSW Guest ,1C-E6-C7-5B-21-74,
13397,5/10/2023 13:42:26,1696513346,-73,-81,6, g/n,UNSW Guest ,08-CC-68-B5-D0-53,
13444,5/10/2023 13:42:26,1696513346,-86,-89,6, g/n,Global_Students ,00-EA-BD-DB-D1-72,
13470,5/10/2023 13:42:26,1696513346,-84,-93,52, ac,[Hidden SSID] ,08-CC-68-B5-CC-CA,
13527,5/10/2023 13:42:26,1696513346,-94,-92,104, ac,[Hidden SSID] ,D6-35-1D-1B-85-E9,
13764,5/10/2023 13:42:26,1696513346,-69,-83,11, g/n,[Hidden SSID] ,D0-72-DC-04-B9-02,
13769,5/10/2023 13:42:26,1696513346,-86,-95,132, ac,uniwide ,08-CC-68-B5-F4-6E,
13874,5/10/2023 13:42:26,1696513346,-90,-96,64, ac,[Hidden SSID] ,08-CC-68-B5-8D-BA,
14017,5/10/2023 13:42:26,1696513346,-79,-83,11, g/n,UNSW Guest ,54-78-1A-BF-63-D3,
14077,5/10/2023 13:42:26,1696513346,-84,-91,40, a/n,UNSW Guest ,54-78-1A-BF-63-DC,
14110,5/10/2023 13:42:26,1696513346,-66,-78,1, g/n,uniwide ,08-CC-68-B5-CC-C1,
14164,5/10/2023 13:42:26,1696513346,-86,-94,60, ac,UNSW Guest ,1C-E6-C7-0D-5C-A4,
14357,5/10/2023 13:42:26,1696513346,-81,-87,1, g/n,[Hidden SSID] ,08-CC-68-B5-F4-65,
14452,5/10/2023 13:42:26,1696513346,-88,-95,132, ac,UNSW Guest ,08-CC-68-B5-D0-5C,
14499,5/10/2023 13:42:26,1696513346,-87,-94,132, ac,uniwide ,08-CC-68-B5-30-9E,
14512,5/10/2023 13:42:26,1696513346,-72,-83,11, g/n,Global_Students ,A8-9D-21-71-D4-E4,
14843,5/10/2023 13:42:26,1696513346,-71,-83,11, g/n,eduroam ,A8-9D-21-71-D4-E0,
14857,5/10/2023 13:42:26,1696513346,-91,-94,149, ac,UNSW Guest ,1C-E6-C7-F0-1A-E4,
14901,5/10/2023 13:42:26,1696513346,-92,-93,112, ac,UNSW Guest ,08-CC-68-B5-F7-3C,
14918,5/10/2023 13:42:26,1696513346,-64,-78,11, g/n,[Hidden SSID] ,54-78-1A-BF-63-D4,
14934,5/10/2023 13:42:26,1696513346,-84,-94,52, ac,eduroam ,08-CC-68-B4-98-0E,
15012,5/10/2023 13:42:26,1696513346,-92,-94,48, ac,uniwide ,84-78-AC-98-48-46,
15083,5/10/2023 13:42:26,1696513346,-92,-93,104, ac,[Hidden SSID] ,D4-C9-3C-77-9A-5A,
15192,5/10/2023 13:42:26,1696513346,-74,-87,1, g/n,eduroam ,00-EA-BD-E3-BB-90,
15202,5/10/2023 13:42:26,1696513346,-88,-94,40, ac,UNSW Guest ,54-78-1A-BF-63-D4,
15209,5/10/2023 13:42:26,1696513346,-89,-94,149, ac,Global_Students ,08-CC-68-B4-BD-9D,
15365,5/10/2023 13:42:26,1696513346,-76,-89,6, g/n,[Hidden SSID] ,A8-9D-21-85-19-E0,
15418,5/10/2023 13:42:26,1696513346,-73,-92,11, g/n,[Hidden SSID] ,D0-72-DC-04-B9-05,
15427,5/10/2023 13:42:26,1696513346,-76,-96,60, a/n,UNSW Guest ,1C-E6-C7-0D-5C-AC,
15437,5/10/2023 13:42:26,1696513346,-93,-94,112, ac,Global_Students ,00-EA-BD-DB-D3-1D,
15703,5/10/2023 13:42:26,1696513346,-90,-96,64, ac,eduroam ,08-CC-68-B5-8D-BF,
16272,5/10/2023 13:42:26,1696513346,-83,-83,11, g/n,[Hidden SSID] ,08-CC-68-B5-C6-A2,
16311,5/10/2023 13:42:26,1696513346,-89,-93,149, ac,uniwide ,1C-E6-C7-3E-17-A6,
16442,5/10/2023 13:42:26,1696513346,-89,-95,149, ac,eduroam ,1C-E6-C7-3E-17-A7,
16458,5/10/2023 13:42:26,1696513346,-90,-93,36, ac,Global_Students ,1C-E6-C7-3E-5A-85,
16474,5/10/2023 13:42:26,1696513346,-73,-94,52, ac,UNSW Guest ,D0-72-DC-04-B9-0C,
16528,5/10/2023 13:42:26,1696513346,-88,-91,36, ac,uniwide ,40-CE-24-9C-96-0E,
16590,5/10/2023 13:42:26,1696513346,-92,-94,48, a/n,Global_Students ,84-78-AC-98-48-4D,
16638,5/10/2023 13:42:26,1696513346,-69,-95,132, ac,eduroam ,A8-9D-21-71-D4-EF,
16693,5/10/2023 13:42:26,1696513346,-88,-95,132, ac,[Hidden SSID] ,08-CC-68-B5-D0-5B,
16791,5/10/2023 13:42:26,1696513346,-81,-84,6, g/n,[Hidden SSID] ,08-CC-68-B5-C5-A5,
16973,5/10/2023 13:42:26,1696513346,-73,-94,132, ac,Global_Students ,A8-9D-21-71-D4-EB,
17000,5/10/2023 13:42:26,1696513346,-82,-87,1, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A5,
17001,5/10/2023 13:42:26,1696513346,-85,-94,60, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A5,
17289,5/10/2023 13:42:26,1696513346,-88,-92,11, b/g/n,HYLab ,B8-27-EB-CE-49-09,
17303,5/10/2023 13:42:26,1696513346,-78,-84,6, g/n,eduroam ,A8-9D-21-85-19-E1,
17305,5/10/2023 13:42:26,1696513346,-84,-92,64, ac,eduroam ,08-CC-68-B5-DB-9F,
17312,5/10/2023 13:42:26,1696513346,-91,-83,6, g/n,eduroam ,00-EA-BD-DB-D1-70,
17470,5/10/2023 13:42:26,1696513346,-88,-94,44, a/n,uniwide ,1C-E6-C7-5B-21-7E,
17713,5/10/2023 13:42:26,1696513346,-92,-94,48, ac,eduroam ,84-78-AC-98-48-47,
17762,5/10/2023 13:42:26,1696513346,-92,-95,132, ac,[Hidden SSID] ,08-CC-68-B5-C6-AD,
17799,5/10/2023 13:42:26,1696513346,-72,-84,13, b/g/n,[Hidden SSID] ,8C-85-80-DE-2D-CF,
17807,5/10/2023 13:42:26,1696513346,-77,-92,11, b/g/n,Optus_53A4BF ,48-D2-4F-53-A4-C1,
17833,5/10/2023 13:42:26,1696513346,-87,-95,149, a/n,Global_Students ,1C-E6-C7-3E-17-AD,
17854,5/10/2023 13:42:26,1696513346,-77,-92,36, a/n,eduroam ,1C-E6-C7-3E-5A-8F,
17968,5/10/2023 13:42:26,1696513346,-92,-95,132, ac,uniwide ,08-CC-68-B4-BC-DE,
17978,5/10/2023 13:42:26,1696513346,-73,-83,11, g/n,uniwide ,A8-9D-21-71-D4-E1,
18062,5/10/2023 13:42:26,1696513346,-87,-95,132, ac,UNSW Guest ,08-CC-68-B5-F4-6C,
18076,5/10/2023 13:42:26,1696513346,-88,-89,6, g/n,[Hidden SSID] ,08-CC-68-B4-87-84,
18169,5/10/2023 13:42:26,1696513346,-81,-87,1, g/n,[Hidden SSID] ,00-EA-BD-DB-D3-94,
18226,5/10/2023 13:42:26,1696513346,-84,-91,44, ac,[Hidden SSID] ,1C-E6-C7-5B-21-72,
18275,5/10/2023 13:42:26,1696513346,-92,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-96-3F,
18428,5/10/2023 13:42:26,1696513346,-87,-83,6, g/n,Global_Students ,00-EA-BD-DB-D3-12,
18430,5/10/2023 13:42:26,1696513346,-91,-95,132, ac,UNSW Guest ,00-EA-BD-DB-D3-9C,
18502,5/10/2023 13:42:26,1696513346,-76,-78,1, g/n,UNSW Guest ,1C-E6-C7-5B-22-03,
18542,5/10/2023 13:42:26,1696513346,-82,-96,52, ac,[Hidden SSID] ,A8-9D-21-85-19-EF,
18743,5/10/2023 13:42:26,1696513346,-66,-78,1, g/n,eduroam ,08-CC-68-B5-CC-C0,
0,5/10/2023 13:42:54,1696513374,-80,-86,6, g/n,Global_Students ,08-CC-68-B5-D0-52,
94,5/10/2023 13:42:54,1696513374,-88,-87,1, g/n,uniwide ,40-CE-24-9C-96-01,
153,5/10/2023 13:42:54,1696513374,-93,-94,36, a/n,uniwide ,1C-E6-C7-3E-5A-8E,
286,5/10/2023 13:42:54,1696513374,-93,-93,132, ac,UNSW Guest ,00-EA-BD-DB-CE-BC,
363,5/10/2023 13:42:54,1696513374,-90,-92,36, ac,[Hidden SSID] ,08-CC-68-B5-C5-AA,
371,5/10/2023 13:42:54,1696513374,-87,-94,40, ac,uniwide ,54-78-1A-BF-63-D6,
639,5/10/2023 13:42:54,1696513374,-83,-94,60, a/n,[Hidden SSID] ,1C-E6-C7-0D-5C-AA,
658,5/10/2023 13:42:54,1696513374,-78,-81,11, g/n,Global_Students ,54-78-1A-BF-63-D2,
816,5/10/2023 13:42:54,1696513374,-92,-96,149, ac,UNSW Guest ,1C-E6-C7-3E-17-A4,
875,5/10/2023 13:42:54,1696513374,-80,-94,44, ac,Global_Students ,1C-E6-C7-5B-21-75,
1409,5/10/2023 13:42:54,1696513374,-84,-94,60, ac,uniwide ,1C-E6-C7-0D-5C-A6,
1735,5/10/2023 13:42:54,1696513374,-85,-86,6, g/n,[Hidden SSID] ,08-CC-68-B4-98-00,
1753,5/10/2023 13:42:54,1696513374,-69,-95,132, ac,uniwide ,A8-9D-21-71-D4-EE,
1838,5/10/2023 13:42:54,1696513374,-89,-95,165, ac,uniwide ,08-CC-68-B4-A7-2E,
1863,5/10/2023 13:42:54,1696513374,-93,-94,36, a/n,UNSWSOLAR2 ,B0-95-75-17-F2-B2,
2100,5/10/2023 13:42:54,1696513374,-92,-94,48, ac,UNSW Guest ,84-78-AC-98-48-44,
2351,5/10/2023 13:42:54,1696513374,-93,-94,112, ac,[Hidden SSID] ,00-EA-BD-DB-D3-1B,
2361,5/10/2023 13:42:54,1696513374,-91,-94,112, ac,[Hidden SSID] ,08-CC-68-B5-F7-3A,
2473,5/10/2023 13:42:54,1696513374,-72,-81,11, g/n,UNSW Guest ,A8-9D-21-71-D4-E3,
2511,5/10/2023 13:42:54,1696513374,-89,-94,64, ac,UNSW Guest ,A8-9D-21-71-B2-5C,
2627,5/10/2023 13:42:54,1696513374,-89,-81,1, g/n,[Hidden SSID] ,1C-E6-C7-0D-6F-55,
2646,5/10/2023 13:42:54,1696513374,-88,-93,132, ac,[Hidden SSID] ,08-CC-68-B5-F4-6A,
2788,5/10/2023 13:42:54,1696513374,-79,-77,6, g/n,[Hidden SSID] ,08-CC-68-B4-82-70,
2829,5/10/2023 13:42:54,1696513374,-85,-78,11, g/n,[Hidden SSID] ,08-CC-68-B4-89-00,
3023,5/10/2023 13:42:54,1696513374,-85,-94,40, a/n,Global_Students ,54-78-1A-BF-63-DD,
3101,5/10/2023 13:42:54,1696513374,-90,-94,100, ac,eduroam ,80-E0-1D-FD-C5-9F,
3247,5/10/2023 13:42:54,1696513374,-87,-95,161, ac,Global_Students ,1C-E6-C7-5B-22-05,
3321,5/10/2023 13:42:54,1696513374,-72,-93,132, ac,[Hidden SSID] ,A8-9D-21-71-D4-ED,
3339,5/10/2023 13:42:54,1696513374,-84,-94,60, ac,Global_Students ,1C-E6-C7-0D-5C-A3,
3564,5/10/2023 13:42:54,1696513374,-91,-95,165, ac,[Hidden SSID] ,08-CC-68-B4-A7-2D,
3630,5/10/2023 13:42:54,1696513374,-88,-93,132, ac,Global_Students ,08-CC-68-B5-D0-5D,
3640,5/10/2023 13:42:54,1696513374,-84,-94,60, ac,eduroam ,1C-E6-C7-0D-5C-A7,
3781,5/10/2023 13:42:54,1696513374,-73,-94,52, ac,[Hidden SSID] ,D0-72-DC-04-B9-0A,
4161,5/10/2023 13:42:54,1696513374,-89,-96,149, a/n,[Hidden SSID] ,1C-E6-C7-3E-17-AB,
4164,5/10/2023 13:42:54,1696513374,-93,-92,149, ac,UNSW Guest ,08-CC-68-B4-BD-9C,
4166,5/10/2023 13:42:54,1696513374,-86,-95,161, a/n,eduroam ,1C-E6-C7-5B-22-0F,
4258,5/10/2023 13:42:54,1696513374,-74,-87,3, b/g/n,ConryTech_PrivateNetwork ,B0-A7-B9-BF-1F-84,
4325,5/10/2023 13:42:54,1696513374,-80,-95,132, ac,eduroam ,08-CC-68-B5-30-9F,
4392,5/10/2023 13:42:54,1696513374,-87,-94,40, ac,eduroam ,54-78-1A-BF-63-D7,
4497,5/10/2023 13:42:54,1696513374,-81,-84,1, g/n,Global_Students ,00-EA-BD-DB-D3-92,
4842,5/10/2023 13:42:54,1696513374,-87,-83,6, g/n,[Hidden SSID] ,08-CC-68-B4-7B-E0,
5028,5/10/2023 13:42:54,1696513374,-93,-94,64, a/n,UNSW Guest ,54-78-1A-BF-62-4C,
5065,5/10/2023 13:42:54,1696513374,-80,-84,1, g/n,Global_Students ,1C-E6-C7-0D-5C-A4,
5068,5/10/2023 13:42:54,1696513374,-86,-86,6, g/n,UNSW Guest ,00-EA-BD-DB-D3-13,
5317,5/10/2023 13:42:54,1696513374,-87,-95,161, ac,uniwide ,1C-E6-C7-5B-22-06,
5487,5/10/2023 13:42:54,1696513374,-73,-86,1, g/n,[Hidden SSID] ,00-EA-BD-E3-BB-94,
5550,5/10/2023 13:42:54,1696513374,-76,-79,11, g/n,uniwide ,D0-72-DC-04-B9-01,
5699,5/10/2023 13:42:54,1696513374,-88,-94,44, a/n,Global_Students ,1C-E6-C7-5B-21-7D,
5744,5/10/2023 13:42:54,1696513374,-92,-94,36, ac,[Hidden SSID] ,08-CC-68-B5-9A-1B,
5837,5/10/2023 13:42:54,1696513374,-88,-94,64, ac,[Hidden SSID] ,08-CC-68-B5-8D-BB,
5978,5/10/2023 13:42:54,1696513374,-87,-95,161, a/n,[Hidden SSID] ,1C-E6-C7-5B-22-0A,
6015,5/10/2023 13:42:54,1696513374,-81,-84,1, g/n,uniwide ,00-EA-BD-DB-D3-91,
6023,5/10/2023 13:42:54,1696513374,-86,-95,149, a/n,uniwide ,1C-E6-C7-3E-17-AE,
6177,5/10/2023 13:42:54,1696513374,-85,-94,52, ac,uniwide ,08-CC-68-B4-98-0A,
6196,5/10/2023 13:42:54,1696513374,-85,-83,6, g/n,eduroam ,08-CC-68-B5-D0-50,
6250,5/10/2023 13:42:54,1696513374,-79,-81,11, g/n,eduroam ,54-78-1A-BF-63-D0,
6772,5/10/2023 13:42:54,1696513374,-79,-95,157, ac,ConryTech_PrivateNetwork_5G ,B0-A7-B9-BF-1F-86,
6808,5/10/2023 13:42:54,1696513374,-80,-94,52, ac,Global_Students ,D0-72-DC-04-B9-0B,
6961,5/10/2023 13:42:54,1696513374,-80,-94,52, ac,eduroam ,D0-72-DC-04-B9-0F,
7114,5/10/2023 13:42:54,1696513374,-82,-81,1, g/n,uniwide ,08-CC-68-B5-F4-61,
7202,5/10/2023 13:42:54,1696513374,-70,-95,132, ac,UNSW Guest ,A8-9D-21-71-D4-EC,
7211,5/10/2023 13:42:54,1696513374,-81,-94,44, ac,eduroam ,1C-E6-C7-5B-21-77,
7249,5/10/2023 13:42:54,1696513374,-87,-83,11, b/g/n,Telstra1B85DF ,D4-35-1D-1B-85-DF,
7309,5/10/2023 13:42:54,1696513374,-81,-81,1, g/n,Global_Students ,08-CC-68-B5-F4-64,
7362,5/10/2023 13:42:54,1696513374,-81,-94,44, ac,uniwide ,1C-E6-C7-5B-21-76,
7379,5/10/2023 13:42:54,1696513374,-78,-86,1, g/n,eduroam ,08-CC-68-B5-F4-60,
7480,5/10/2023 13:42:54,1696513374,-83,-83,2, b/g/n,TP-Link_81BA ,60-32-B1-FD-81-BA,
7538,5/10/2023 13:42:54,1696513374,-79,-95,52, ac,[Hidden SSID] ,A8-9D-21-85-19-EB,
7545,5/10/2023 13:42:54,1696513374,-89,-86,6, g/n,Global_Students ,1C-E6-C7-5B-21-72,
7733,5/10/2023 13:42:54,1696513374,-80,-95,157, ac,Optus_53A4BF_5GHz ,48-D2-4F-53-A4-C2,
7750,5/10/2023 13:42:54,1696513374,-82,-95,157, ac,[Hidden SSID] ,4A-D2-4F-53-A4-C3,
7830,5/10/2023 13:42:54,1696513374,-87,-94,40, ac,Global_Students ,54-78-1A-BF-63-D5,
8002,5/10/2023 13:42:54,1696513374,-78,-87,11, g/n,uniwide ,54-78-1A-BF-63-D1,
8007,5/10/2023 13:42:54,1696513374,-82,-93,132, ac,Global_Students ,08-CC-68-B5-30-9D,
8103,5/10/2023 13:42:54,1696513374,-84,-94,60, a/n,Global_Students ,1C-E6-C7-0D-5C-AB,
8250,5/10/2023 13:42:54,1696513374,-82,-86,6, g/n,uniwide ,08-CC-68-B5-D0-51,
8271,5/10/2023 13:42:54,1696513374,-93,-94,36, ac,UNSW Guest ,08-CC-68-B5-9A-1C,
8452,5/10/2023 13:42:54,1696513374,-85,-94,60, a/n,eduroam ,1C-E6-C7-0D-5C-AF,
8705,5/10/2023 13:42:54,1696513374,-75,-79,11, g/n,eduroam ,D0-72-DC-04-B9-00,
8813,5/10/2023 13:42:54,1696513374,-70,-77,6, g/n,uniwide ,A8-9D-21-85-19-E5,
9020,5/10/2023 13:42:54,1696513374,-75,-78,11, g/n,Global_Students ,D0-72-DC-04-B9-04,
9049,5/10/2023 13:42:54,1696513374,-92,-93,112, ac,eduroam ,08-CC-68-B5-F7-3F,
9073,5/10/2023 13:42:54,1696513374,-82,-87,1, g/n,[Hidden SSID] ,08-CC-68-B5-ED-32,
9097,5/10/2023 13:42:54,1696513374,-87,-95,161, ac,eduroam ,1C-E6-C7-5B-22-07,
9406,5/10/2023 13:42:54,1696513374,-79,-81,1, g/n,uniwide ,1C-E6-C7-0D-5C-A1,
9711,5/10/2023 13:42:54,1696513374,-80,-95,132, ac,UNSW Guest ,08-CC-68-B5-30-9C,
9751,5/10/2023 13:42:54,1696513374,-89,-86,6, g/n,[Hidden SSID] ,08-CC-68-B4-93-A0,
9787,5/10/2023 13:42:54,1696513374,-82,-86,1, g/n,UNSW Guest ,00-EA-BD-DB-D3-93,
9924,5/10/2023 13:42:54,1696513374,-88,-94,44, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
9987,5/10/2023 13:42:54,1696513374,-85,-94,60, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
10075,5/10/2023 13:42:54,1696513374,-80,-87,1, g/n,UNSW Guest ,08-CC-68-B5-F4-63,
10129,5/10/2023 13:42:54,1696513374,-80,-86,6, g/n,[Hidden SSID] ,08-CC-68-B5-C5-A2,
10148,5/10/2023 13:42:54,1696513374,-83,-95,40, a/n,uniwide ,54-78-1A-BF-63-DE,
10284,5/10/2023 13:42:54,1696513374,-72,-92,132, ac,[Hidden SSID] ,A8-9D-21-71-D4-EA,
10422,5/10/2023 13:42:54,1696513374,-85,-81,1, g/n,uniwide ,08-CC-68-B5-ED-31,
10440,5/10/2023 13:42:54,1696513374,-82,-81,1, g/n,[Hidden SSID] ,08-CC-68-B5-30-94,
10752,5/10/2023 13:42:54,1696513374,-80,-94,52, ac,[Hidden SSID] ,D0-72-DC-04-B9-0D,
10800,5/10/2023 13:42:54,1696513374,-87,-95,161, ac,UNSW Guest ,1C-E6-C7-5B-22-04,
10880,5/10/2023 13:42:54,1696513374,-83,-94,52, ac,uniwide ,A8-9D-21-85-19-EA,
10951,5/10/2023 13:42:54,1696513374,-85,-86,6, g/n,uniwide ,00-EA-BD-DB-D3-11,
11084,5/10/2023 13:42:54,1696513374,-84,-94,36, ac,H13-3075-ClickShare ,E4-AA-EA-5D-DA-2B,
11094,5/10/2023 13:42:54,1696513374,-89,-94,64, ac,eduroam ,A8-9D-21-71-B2-5F,
11163,5/10/2023 13:42:54,1696513374,-89,-94,64, ac,Global_Students ,A8-9D-21-71-B2-5B,
11491,5/10/2023 13:42:54,1696513374,-84,-95,60, a/n,uniwide ,1C-E6-C7-0D-5C-AE,
11591,5/10/2023 13:42:54,1696513374,-71,-81,11, g/n,UNSW Guest ,D0-72-DC-04-B9-03,
11782,5/10/2023 13:42:54,1696513374,-80,-95,132, ac,[Hidden SSID] ,08-CC-68-B5-30-9B,
11880,5/10/2023 13:42:54,1696513374,-86,-87,1, g/n,Global_Students ,BC-26-C7-C7-6D-82,
11943,5/10/2023 13:42:54,1696513374,-94,-94,48, ac,Global_Students ,84-78-AC-98-48-45,
11973,5/10/2023 13:42:54,1696513374,-94,-94,104, ac,Global_Students ,D4-C9-3C-77-9A-5B,
12066,5/10/2023 13:42:54,1696513374,-85,-95,52, ac,[Hidden SSID] ,08-CC-68-B4-98-0B,
12213,5/10/2023 13:42:54,1696513374,-93,-94,104, ac,eduroam ,D4-C9-3C-77-9A-5F,
12278,5/10/2023 13:42:54,1696513374,-83,-86,6, g/n,eduroam ,00-EA-BD-DB-D3-10,
12400,5/10/2023 13:42:54,1696513374,-82,-77,6, g/n,UNSW Guest ,08-CC-68-B5-C5-A3,
12487,5/10/2023 13:42:54,1696513374,-80,-94,52, ac,uniwide ,D0-72-DC-04-B9-0E,
12538,5/10/2023 13:42:54,1696513374,-79,-81,1, g/n,UNSW Guest ,1C-E6-C7-0D-5C-A3,
12545,5/10/2023 13:42:54,1696513374,-91,-95,60, ac,eduroam ,08-CC-68-B5-35-CF,
12712,5/10/2023 13:42:54,1696513374,-89,-95,44, ax,J17_AV_WAP ,94-A6-7E-9E-F0-61,
12980,5/10/2023 13:42:54,1696513374,-92,-96,149, ac,Global_Students ,1C-E6-C7-3E-17-A5,
12989,5/10/2023 13:42:54,1696513374,-83,-77,6, ax,J17_AV_WAP ,94-A6-7E-9E-F0-41,
12994,5/10/2023 13:42:54,1696513374,-85,-86,6, g/n,uniwide ,08-CC-68-B4-98-05,
13063,5/10/2023 13:42:54,1696513374,-81,-94,44, ac,UNSW Guest ,1C-E6-C7-5B-21-74,
13119,5/10/2023 13:42:54,1696513374,-83,-86,1, g/n,Global_Students ,00-EA-BD-E3-BE-42,
13396,5/10/2023 13:42:54,1696513374,-82,-86,6, g/n,UNSW Guest ,08-CC-68-B5-D0-53,
13480,5/10/2023 13:42:54,1696513374,-78,-77,6, g/n,[Hidden SSID] ,08-CC-68-B4-82-74,
13763,5/10/2023 13:42:54,1696513374,-69,-83,11, g/n,[Hidden SSID] ,D0-72-DC-04-B9-02,
13873,5/10/2023 13:42:54,1696513374,-87,-94,64, ac,[Hidden SSID] ,08-CC-68-B5-8D-BA,
14016,5/10/2023 13:42:54,1696513374,-78,-78,11, g/n,UNSW Guest ,54-78-1A-BF-63-D3,
14076,5/10/2023 13:42:54,1696513374,-87,-94,40, a/n,UNSW Guest ,54-78-1A-BF-63-DC,
14109,5/10/2023 13:42:54,1696513374,-87,-81,1, g/n,uniwide ,08-CC-68-B5-CC-C1,
14147,5/10/2023 13:42:54,1696513374,-92,-94,52, ac,eduroam ,00-EA-BD-DB-D1-7F,
